State,Date,daily_vaccinations,daily_vaccinations_per_million,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,NumberofTrips,PopulationStayingatHome,NumberofTrips500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Arkansas,2/3/21,9946,3296,2426,46,83,34213,10583317,500405,2943,-5,0,29,-8,-20,5
Arkansas,2/4/21,12200,4043,2469,24,89,16070,10477313,498751,3307,-10,-2,2,-11,-22,7
Arkansas,2/5/21,11597,3843,1824,41,0,11719,11670392,469642,3192,-9,-4,26,-10,-20,6
Arkansas,2/6/21,12289,4072,1341,11,147,12253,9976576,547280,2911,-17,-5,-24,-12,-10,6
Arkansas,2/7/21,12807,4244,672,15,17,8840,9575258,619259,4911,-21,-5,-26,-15,-15,5
Arkansas,2/8/21,12919,4281,637,30,33,5830,11026577,553952,4543,-16,-9,-22,-14,-24,8
Arkansas,2/9/21,12808,4244,1475,42,75,7279,10967660,535702,3650,-13,-1,-14,-9,-22,8
Arkansas,2/10/21,13658,4526,1092,26,37,9820,9946164,624175,4034,-23,-2,-22,-16,-31,12
Arkansas,2/11/21,13225,4382,1103,25,44,11021,9009388,727491,5128,-41,-24,-37,-31,-50,22
Arkansas,2/12/21,13710,4543,565,13,23,6669,10216378,557590,4064,-19,0,-25,-17,-32,14
Arkansas,2/13/21,11816,3915,954,40,20,8568,9791056,596649,3164,-16,13,-42,-12,-9,7
Arkansas,2/14/21,11299,3744,466,13,34,5986,8430235,754255,5250,-40,-12,-49,-33,-30,11
Arkansas,2/15/21,10903,3613,320,10,23,2808,8209465,899267,5551,-76,-61,-59,-64,-80,34
Arkansas,2/16/21,11330,3754,177,12,37,1702,8716903,795503,4530,-52,-23,-44,-46,-72,29
Arkansas,2/17/21,9842,3261,667,26,0,4423,7433737,915094,4708,-71,-53,-46,-59,-78,33
Arkansas,2/18/21,8562,2837,253,10,77,1573,8579476,786653,5013,-54,-37,-36,-46,-70,30
Arkansas,2/19/21,10018,3320,268,13,31,2379,9416758,672981,4148,-35,-18,-34,-30,-53,23
Arkansas,2/20/21,9074,3007,517,12,26,3060,9285020,652848,3167,-25,-7,-39,-12,-8,9
Arkansas,2/21/21,7990,2648,284,9,14,2181,9491992,646782,4635,,,,,,
Arkansas,2/22/21,8204,2719,245,6,30,2434,11762695,520446,4185,,,,,,
Arkansas,2/23/21,8108,2687,834,14,47,4779,12449553,477753,3459,,,,,,
Arkansas,2/24/21,9645,3196,803,10,32,8839,11949475,475674,3170,,,,,,
Arkansas,2/25/21,11688,3873,726,10,65,9057,11911200,483381,3177,,,,,,
Arkansas,2/26/21,11531,3821,516,10,33,6606,11864138,468566,3067,,,,,,
Arkansas,2/27/21,14537,4817,557,10,16,7553,10580848,541749,2614,,,,,,
Arkansas,2/28/21,17263,5720,3220,-174,0,53995,9753656,610457,3708,,,,,,
Arkansas,3/1/21,18023,5972,94,7,0,2610,12085776,486591,3506,,,,,,
Arkansas,3/2/21,18660,6183,440,4,32,3898,11871212,476412,3142,,,,,,
Arkansas,3/3/21,18995,6294,404,7,31,7551,12116394,482253,2618,,,,,,
Arkansas,3/4/21,18831,6240,403,12,50,9283,12450253,461198,3033,,,,,,
Arkansas,3/5/21,17967,5954,570,10,27,8874,12001576,461974,2976,,,,,,
Arkansas,3/6/21,17353,5750,327,14,12,4959,11286573,506517,2178,,,,,,
Arkansas,3/7/21,16564,5489,165,22,11,3380,10474150,545645,3506,,,,,,
New Mexico,10/1/20,,,226,5,23,7380,7087407,485695,3247,-12,-4,15,-6,-32,9
New Mexico,10/2/20,,,339,5,16,7012,6779120,509642,2954,-14,-1,12,-11,-30,7
New Mexico,10/3/20,,,296,3,15,6111,6417034,546753,2687,-18,-4,19,-6,-16,3
New Mexico,10/4/20,,,181,2,12,6433,5555143,569853,3107,-16,-6,22,-7,-16,3
New Mexico,10/5/20,,,155,2,20,6651,6404894,557113,2486,-15,-5,10,-14,-33,8
New Mexico,10/6/20,,,315,0,28,6338,6740970,519991,2090,-15,-6,10,-10,-33,9
New Mexico,10/7/20,,,425,2,16,4385,7138538,497329,2059,-15,-7,9,-11,-32,9
New Mexico,10/8/20,,,384,3,27,8626,6885542,511934,1963,-15,-7,23,-7,-34,10
New Mexico,10/9/20,,,485,3,26,6108,7070573,508243,1925,-17,-4,21,-8,-33,8
New Mexico,10/10/20,,,481,5,26,9599,6572400,551336,1803,-20,-6,25,-7,-15,4
New Mexico,10/11/20,,,261,4,6,7721,5516611,570001,1842,-18,-7,18,-6,-16,3
New Mexico,10/12/20,,,379,4,25,5533,6362996,540855,1618,-17,-7,24,-11,-40,10
New Mexico,10/13/20,,,351,3,23,8414,6627776,518978,2132,-17,-8,14,-9,-33,10
New Mexico,10/14/20,,,577,3,31,7709,6596673,506526,2459,-16,-7,5,-9,-32,10
New Mexico,10/15/20,,,668,1,30,8363,6309954,520849,2481,-17,-6,13,-6,-33,11
New Mexico,10/16/20,,,812,6,42,8459,6805774,495041,2407,-18,-4,7,-10,-31,9
New Mexico,10/17/20,,,573,1,50,10876,6404808,540791,2161,-21,-5,16,-7,-17,5
New Mexico,10/18/20,,,445,5,29,8164,5575372,560124,2476,-20,-9,12,-3,-16,4
New Mexico,10/19/20,,,514,1,37,6377,6681187,513237,2404,-19,-8,8,-13,-33,10
New Mexico,10/20/20,,,594,7,53,9213,6482855,525645,2232,-18,-8,8,-10,-33,11
New Mexico,10/21/20,,,819,8,49,7606,6402109,539648,2337,-17,-8,4,-11,-32,11
New Mexico,10/22/20,,,662,3,49,11063,6668881,517412,2386,-18,-8,10,-9,-34,11
New Mexico,10/23/20,,,791,7,41,10334,7230276,501642,2172,-19,-5,2,-13,-31,10
New Mexico,10/24/20,,,872,5,70,9611,6996784,536354,1650,-22,-7,8,-8,-16,5
New Mexico,10/25/20,,,823,2,38,9749,5716852,565831,2726,-22,-9,-10,-7,-16,5
New Mexico,10/26/20,,,723,9,44,6078,6444250,561891,2503,-29,-15,-38,-22,-38,14
New Mexico,10/27/20,,,583,4,56,4497,5760809,599234,2480,-35,-22,-41,-26,-52,22
New Mexico,10/28/20,,,657,11,52,11767,6287478,545465,3128,-22,-13,-34,-18,-37,15
New Mexico,10/29/20,,,1078,3,63,11999,6691259,531270,3583,-17,-7,-12,-10,-34,12
New Mexico,10/30/20,,,1005,13,61,8702,7393263,526935,2757,-17,-1,-12,-16,-31,10
New Mexico,10/31/20,,,581,11,64,10833,7343173,578359,2635,-22,-1,-5,-17,-15,5
New Mexico,11/1/20,,,742,8,56,9794,7106088,613901,3710,-25,-14,-15,-17,-17,5
New Mexico,11/2/20,,,872,10,64,8813,8832493,561867,1864,-20,-9,-7,-19,-34,10
New Mexico,11/3/20,,,1136,9,100,11020,6410507,556174,2645,-14,-6,0,-14,-35,11
New Mexico,11/4/20,,,1011,14,59,16458,6405439,573341,2298,-22,-12,-13,-17,-34,12
New Mexico,11/5/20,,,859,23,73,11400,6745018,601672,2534,-22,-11,-4,-17,-35,12
New Mexico,11/6/20,,,1284,6,51,8370,7575700,592174,2756,-22,-9,-10,-20,-32,11
New Mexico,11/7/20,,,1277,16,71,12149,7553750,621400,3893,-26,-10,-16,-19,-16,8
New Mexico,11/8/20,,,1210,14,31,11758,6313158,681573,2869,-25,-13,-19,-17,-17,7
New Mexico,11/9/20,,,1408,12,82,7041,6869057,607901,2364,-24,-11,-23,-22,-35,12
New Mexico,11/10/20,,,1258,14,61,12428,7114872,580458,2518,-22,-10,-17,-14,-35,13
New Mexico,11/11/20,,,1487,14,91,35297,6958515,584817,2682,-17,-10,-14,-17,-43,14
New Mexico,11/12/20,,,1742,18,52,13155,6806375,586223,2720,-23,-11,-10,-15,-36,14
New Mexico,11/13/20,,,1230,22,64,17791,7065471,580473,2733,-23,-4,-16,-20,-33,12
New Mexico,11/14/20,,,1165,10,51,12258,6690658,624436,2349,-27,-5,-29,-19,-18,9
New Mexico,11/15/20,,,1030,7,47,12415,5991192,623922,4365,-26,-10,-11,-13,-16,7
New Mexico,11/16/20,,,1253,21,114,13254,6412645,638121,4263,-36,-13,-14,-22,-40,14
New Mexico,11/17/20,,,2105,28,102,12218,7265703,634521,4414,-36,-11,-13,-17,-41,15
New Mexico,11/18/20,,,2892,26,89,11484,7074082,612811,3975,-35,-10,-15,-17,-41,15
New Mexico,11/19/20,,,3665,12,90,10974,7059360,597088,3877,-37,-9,-13,-15,-42,16
New Mexico,11/20/20,,,2982,23,46,12812,6471005,594821,3927,-38,-6,-18,-17,-39,15
New Mexico,11/21/20,,,2342,25,61,10512,6141347,635044,4131,-43,-10,-19,-10,-26,11
New Mexico,11/22/20,,,2456,33,33,10876,5419076,637978,4109,-43,-13,-32,-14,-26,9
New Mexico,11/23/20,,,2252,17,124,9455,6078478,609065,4006,-33,-4,-16,-18,-43,14
New Mexico,11/24/20,,,2099,28,80,12832,6414330,593243,4530,-31,1,-22,-14,-45,16
New Mexico,11/25/20,,,1855,23,72,10556,6754314,582135,3798,-24,17,-14,-16,-47,14
New Mexico,11/26/20,,,1694,18,113,17016,5049886,647844,3741,-81,-42,-29,-38,-80,26
New Mexico,11/27/20,,,2056,35,48,16891,6018768,619832,3881,-49,-21,-31,-42,-63,23
New Mexico,11/28/20,,,2130,23,89,14455,5778802,631038,4253,-47,-18,-31,-24,-31,13
New Mexico,11/29/20,,,1435,13,49,10969,5662835,647660,3733,-42,-17,-26,-12,-26,9
New Mexico,11/30/20,,,1678,28,102,11120,6480678,611752,3830,-33,-10,-20,-22,-41,14
New Mexico,12/1/20,,,2324,21,116,21468,6775827,581120,3898,-30,-4,-25,-14,-41,15
New Mexico,12/2/20,,,1544,40,121,12463,6739286,575551,4162,-30,-9,-32,-18,-39,16
New Mexico,12/3/20,,,1899,44,59,12692,6874010,571114,4170,-28,-5,-23,-15,-39,15
New Mexico,12/4/20,,,2073,33,106,15469,7234911,564744,3929,-31,-6,-23,-23,-35,14
New Mexico,12/5/20,,,1921,32,83,14534,6760521,594974,4122,-34,-7,-23,-19,-18,9
New Mexico,12/6/20,,,1232,11,54,13059,5798778,614037,4349,-34,-8,-16,-20,-18,7
New Mexico,12/7/20,,,1859,7,86,12299,6330656,597754,4482,-28,-6,-13,-23,-38,13
New Mexico,12/8/20,,,1255,33,116,9237,6551512,577468,4113,-28,-6,-12,-19,-36,14
New Mexico,12/9/20,,,1748,34,74,0,6366417,571851,4306,-27,-6,-17,-18,-37,14
New Mexico,12/10/20,,,1781,23,39,23164,6492934,579048,4125,-33,-8,-32,-20,-39,16
New Mexico,12/11/20,,,1834,43,101,14364,6667803,590782,3909,-32,-5,-29,-22,-35,15
New Mexico,12/12/20,,,1793,24,95,12069,6282384,615197,4031,-35,-6,-29,-19,-18,10
New Mexico,12/13/20,,,1442,44,46,12895,5553760,624561,4173,-35,-7,-29,-15,-19,8
New Mexico,12/14/20,,,1499,21,159,9397,6338740,588233,4168,-28,-3,-25,-20,-37,13
New Mexico,12/15/20,,,1258,28,102,14025,6555749,575872,3665,-27,-2,-28,-16,-37,14
New Mexico,12/16/20,,,1800,43,160,11982,6507048,579937,4046,-23,-4,-26,-13,-36,14
New Mexico,12/17/20,,,1688,48,109,29195,6691420,571550,3793,-21,-3,-19,-10,-37,14
New Mexico,12/18/20,,,1455,31,163,12690,7203615,584802,3936,-24,-2,-22,-10,-34,13
New Mexico,12/19/20,,,1430,27,123,13876,6569717,616192,3865,-26,-3,-23,3,-16,7
New Mexico,12/20/20,,,1063,16,39,10156,5181854,632084,3581,-23,-4,-15,-1,-15,6
New Mexico,12/21/20,,,815,9,113,8259,6143615,616164,3425,-12,4,2,-12,-39,11
New Mexico,12/22/20,,,1267,23,101,10198,6262739,630898,5495,-10,9,-6,-7,-40,12
New Mexico,12/23/20,,,1167,40,60,10080,6254790,635220,5704,-6,19,-23,-12,-42,12
New Mexico,12/24/20,,,1924,29,111,15062,5895689,636642,4611,-23,23,-11,-27,-58,16
New Mexico,12/25/20,,,1456,35,41,35627,3570535,691198,3790,-86,-63,-36,-50,-79,25
New Mexico,12/26/20,,,604,9,22,11356,5787467,646606,4070,-37,-19,-19,-30,-27,11
New Mexico,12/27/20,,,742,30,85,8832,5786968,657638,5967,-33,-19,-8,-10,-19,8
New Mexico,12/28/20,,,691,34,139,6342,6544555,602427,5437,-22,-10,-3,-16,-44,14
New Mexico,12/29/20,,,1216,23,108,7204,6696137,598102,5186,-23,-9,-12,-15,-45,16
New Mexico,12/30/20,,,1311,33,101,8395,6940576,590594,5234,-18,-2,-13,-16,-43,15
New Mexico,12/31/20,,,1678,41,75,15532,7072196,574455,5576,-14,19,-8,-20,-50,15
New Mexico,1/1/21,,,1278,25,67,13295,5893335,656043,4686,-47,-34,-23,-37,-70,24
New Mexico,1/2/21,,,1237,32,58,11822,6694920,613949,4878,-30,-13,-22,-17,-23,10
New Mexico,1/3/21,,,1015,17,92,10839,5981406,651023,4990,-30,-16,-19,-10,-18,8
New Mexico,1/4/21,,,921,23,128,6591,7001026,567329,3339,-19,-7,-11,-18,-37,12
New Mexico,1/5/21,,,1184,20,129,10700,6704438,561539,3539,-22,-8,-18,-15,-37,14
New Mexico,1/6/21,,,1485,47,115,9119,6921180,535363,4426,-25,-13,-24,-18,-36,14
New Mexico,1/7/21,,,1835,39,88,15758,6878347,534931,4420,-26,-13,-16,-20,-38,15
New Mexico,1/8/21,,,1637,30,144,13649,7317381,527183,4770,-28,-10,-21,-23,-34,14
New Mexico,1/9/21,,,1498,22,112,16831,6861169,560032,4983,-32,-13,-38,-23,-19,10
New Mexico,1/10/21,,,1203,17,37,14759,6129741,602971,4990,-33,-17,-35,-25,-21,9
New Mexico,1/11/21,,,930,15,62,7580,6726303,565023,4625,-26,-11,-25,-26,-36,13
New Mexico,1/12/21,,,887,30,94,12630,6784112,554879,4777,-26,-11,-22,-21,-37,14
New Mexico,1/13/21,3620,1726,1145,13,57,11205,6863803,542629,4649,-26,-14,-24,-22,-36,14
New Mexico,1/14/21,5590,2666,1424,29,75,15572,6835430,549154,4371,-29,-16,-22,-21,-38,14
New Mexico,1/15/21,7023,3349,1262,38,58,-13068,7863745,525365,3636,-30,-13,-23,-23,-35,13
New Mexico,1/16/21,7695,3670,1088,36,70,13111,7818602,568282,3445,-32,-15,-20,-22,-19,8
New Mexico,1/17/21,8098,3862,744,22,31,16913,7161394,554093,5132,-30,-16,-6,-21,-18,7
New Mexico,1/18/21,8367,3990,626,26,69,6446,8009901,504981,4835,-26,-14,-10,-25,-47,14
New Mexico,1/19/21,8559,4082,691,17,35,11059,6398420,602200,4326,-35,-20,-41,-27,-40,16
New Mexico,1/20/21,8778,4186,881,34,70,9986,6905240,564754,3940,-30,-17,-33,-23,-37,15
New Mexico,1/21/21,9007,4296,988,35,60,13841,7600667,535039,4673,-29,-16,-19,-22,-37,14
New Mexico,1/22/21,8963,4275,908,33,72,15645,7780909,519780,4121,-30,-12,-19,-25,-33,13
New Mexico,1/23/21,10812,5156,848,38,45,17745,7426707,538015,3972,-32,-14,-19,-22,-18,8
New Mexico,1/24/21,11630,5546,626,30,66,12868,6640389,590076,4835,-35,-20,-31,-25,-19,8
New Mexico,1/25/21,10890,5194,491,12,75,9958,6674122,553946,4700,-31,-18,-30,-29,-37,13
New Mexico,1/26/21,10284,4905,600,14,102,7325,7125421,563614,4462,-35,-22,-42,-28,-40,16
New Mexico,1/27/21,10539,5026,751,27,124,8866,7367904,534924,4339,-27,-17,-28,-19,-35,13
New Mexico,1/28/21,10318,4921,672,28,82,14678,7115226,539162,3796,-28,-17,-23,-18,-36,14
New Mexico,1/29/21,10959,5226,1079,22,83,20939,7576242,523252,3601,-27,-12,-26,-23,-33,12
New Mexico,1/30/21,9089,4335,741,17,58,21460,7514183,543999,3760,-28,-13,-26,-20,-18,8
New Mexico,1/31/21,9144,4361,525,18,28,15121,7382608,562866,4391,-25,-13,-6,-18,-16,6
New Mexico,2/1/21,10079,4807,486,12,44,11445,8048484,541872,4715,-22,-11,-17,-22,-35,11
New Mexico,2/2/21,9640,4597,432,15,66,10994,8027741,528268,4507,-22,-11,-5,-17,-35,12
New Mexico,2/3/21,9679,4616,670,28,62,10620,7799720,513113,4051,-21,-10,-18,-19,-34,12
New Mexico,2/4/21,9982,4761,559,17,73,10345,7802160,511953,4082,-23,-11,-15,-18,-36,13
New Mexico,2/5/21,9741,4646,582,23,61,15625,8352615,490331,4422,-25,-9,-16,-21,-32,11
New Mexico,2/6/21,10613,5061,421,8,11,15973,7974293,508033,4275,-26,-6,-14,-17,-16,7
New Mexico,2/7/21,9664,4609,342,13,16,11870,7938855,544391,5834,-32,-7,-12,-22,-14,5
New Mexico,2/8/21,9652,4603,311,13,37,9523,8544663,527564,6518,-25,-13,-8,-23,-36,11
New Mexico,2/9/21,9778,4663,413,18,60,8701,8021151,522102,5264,-23,-10,-11,-16,-35,12
New Mexico,2/10/21,9971,4755,510,31,52,9697,8617001,508063,4636,-23,-11,-18,-17,-34,12
New Mexico,2/11/21,10757,5130,533,18,2,28354,8774557,492484,4586,-21,-8,-5,-13,-35,12
New Mexico,2/12/21,11694,5577,401,23,75,25499,8203081,477198,4268,-23,-3,-22,-15,-33,12
New Mexico,2/13/21,11043,5267,565,14,23,23184,7996420,521115,3755,-23,3,-26,-18,-18,7
New Mexico,2/14/21,12584,6001,282,13,22,8060,6592358,627443,6314,-47,-28,-59,-37,-33,12
New Mexico,2/15/21,12691,6052,190,9,37,7887,8107602,529879,4767,-30,-18,-41,-25,-52,18
New Mexico,2/16/21,13899,6629,299,12,41,5282,7837039,546836,4816,-36,-22,-47,-35,-46,19
New Mexico,2/17/21,13250,6319,272,12,33,11363,8208137,499633,4528,-24,-13,-38,-29,-35,14
New Mexico,2/18/21,12310,5871,407,18,58,7809,8651860,480207,4910,-26,-14,-32,-24,-37,15
New Mexico,2/19/21,24825,11839,311,19,43,10976,8799995,467526,5065,-24,-9,-24,-21,-31,11
New Mexico,2/20/21,25572,12196,425,11,10,13613,8047334,511380,4027,-24,-9,-12,-16,-16,7
New Mexico,2/21/21,25153,11996,314,14,15,9486,8003626,521789,5943,,,,,,
New Mexico,2/22/21,24730,11794,234,11,22,9346,8600605,485522,5783,,,,,,
New Mexico,2/23/21,24162,11523,312,9,51,8710,9106756,480734,4855,,,,,,
New Mexico,2/24/21,24470,11670,446,14,35,14605,8780948,482100,4103,,,,,,
New Mexico,2/25/21,25544,12182,299,13,30,9788,8862024,488181,3505,,,,,,
New Mexico,2/26/21,13505,6441,656,14,25,17355,9249009,460761,4213,,,,,,
New Mexico,2/27/21,14167,6756,152,15,18,11818,8637316,491013,3132,,,,,,
New Mexico,2/28/21,15655,7466,244,16,11,12078,8300739,525704,3976,,,,,,
New Mexico,3/1/21,15269,7282,165,13,19,6331,8887454,488400,4470,,,,,,
New Mexico,3/2/21,15570,7425,245,11,21,10359,9130442,478649,3925,,,,,,
New Mexico,3/3/21,16752,7989,356,13,42,10231,9281946,479923,3428,,,,,,
New Mexico,3/4/21,15580,7430,258,16,25,18352,8769631,482625,3862,,,,,,
New Mexico,3/5/21,15550,7416,304,18,14,19260,9031771,461255,3891,,,,,,
New Mexico,3/6/21,17575,8382,282,9,13,13846,8591324,485265,2551,,,,,,
New Mexico,3/7/21,15499,7392,180,12,10,11702,8176978,509850,4173,,,,,,
Indiana,10/1/20,,,1157,13,97,26618,22268836,1453655,12405,-2,2,69,-2,-22,4
Indiana,10/2/20,,,1464,11,72,26601,21863032,1496093,9959,-4,-2,92,2,-22,4
Indiana,10/3/20,,,1419,13,85,25729,21053597,1646015,9753,-2,4,186,9,-9,-1
Indiana,10/4/20,,,1087,5,80,8383,17664027,1778969,11511,-7,0,72,3,-13,1
Indiana,10/5/20,,,830,7,91,6242,19958767,1738582,9716,-4,-1,60,-2,-24,5
Indiana,10/6/20,,,970,30,85,31776,21865540,1550182,8805,-5,-1,92,-4,-24,4
Indiana,10/7/20,,,1281,16,106,34767,22684483,1499244,11729,-4,-2,106,-2,-23,5
Indiana,10/8/20,,,1450,15,107,29878,21160367,1548612,12629,-5,-1,104,-1,-23,5
Indiana,10/9/20,,,1816,19,111,30473,22783685,1547191,11074,-6,-4,137,2,-24,4
Indiana,10/10/20,,,1918,21,108,24590,20942242,1716814,10665,-5,2,233,10,-8,-1
Indiana,10/11/20,,,1570,7,104,9066,18047382,1762670,9173,-6,0,167,9,-11,0
Indiana,10/12/20,,,1574,6,124,6347,20388857,1628431,9033,-10,-6,44,-5,-28,7
Indiana,10/13/20,,,1549,27,131,27395,21219247,1556706,11317,-6,-1,95,-3,-25,5
Indiana,10/14/20,,,1165,14,113,21445,21851322,1517624,13472,-4,-2,96,-2,-24,6
Indiana,10/15/20,,,1943,28,125,7707,19883359,1581472,14976,-8,-1,38,-4,-25,7
Indiana,10/16/20,,,2283,23,120,1006,22876594,1462477,14117,-7,-5,85,1,-26,5
Indiana,10/17/20,,,2482,31,131,34221,21385288,1616318,13256,-6,0,168,8,-10,0
Indiana,10/18/20,,,1605,19,111,26668,17978512,1741764,13372,-11,-4,79,4,-13,2
Indiana,10/19/20,,,1584,23,111,21689,20171436,1576710,13232,-10,-6,9,-6,-25,8
Indiana,10/20/20,,,1498,48,157,17543,19982111,1617136,11586,-10,-3,40,-4,-25,7
Indiana,10/21/20,,,1732,15,180,23394,20481210,1607186,11289,-7,-4,53,-4,-24,7
Indiana,10/22/20,,,2850,42,141,36465,21410913,1557040,11073,-5,-1,109,0,-24,5
Indiana,10/23/20,,,2467,27,194,31257,22842244,1463828,10986,-11,-8,56,-3,-25,7
Indiana,10/24/20,,,2741,26,129,38675,22222955,1615169,8907,-6,1,146,6,-8,0
Indiana,10/25/20,,,2153,12,140,29881,18810499,1692145,11882,-11,-3,71,3,-12,2
Indiana,10/26/20,,,1974,13,138,23867,20851714,1598700,10079,-10,-5,14,-7,-23,7
Indiana,10/27/20,,,1983,51,159,19366,20620095,1595529,9370,-11,-4,22,-7,-23,7
Indiana,10/28/20,,,2548,33,209,29437,21429105,1529200,10388,-7,-3,45,-5,-22,6
Indiana,10/29/20,,,3618,33,196,39104,21215411,1581714,11291,-9,-3,18,-9,-23,8
Indiana,10/30/20,,,3163,26,216,41067,24108122,1545222,10216,-5,-1,59,-4,-22,5
Indiana,10/31/20,,,3465,46,162,46698,22122835,1737039,9876,-7,7,149,1,-9,0
Indiana,11/1/20,,,2750,32,176,30420,20143813,1956892,17319,-12,-4,30,-6,-13,3
Indiana,11/2/20,,,3077,26,132,29293,20058697,1902179,9675,-9,-4,15,-10,-22,7
Indiana,11/3/20,,,2881,49,229,25013,21986493,1629932,8013,-1,3,83,-8,-26,6
Indiana,11/4/20,,,3698,25,229,37419,21976671,1659526,8104,-10,-7,55,-10,-23,7
Indiana,11/5/20,,,4412,47,185,41093,22146082,1807049,9918,-10,-3,49,-9,-23,7
Indiana,11/6/20,,,4647,36,207,43214,22289475,1878472,13437,-9,-8,71,-7,-23,7
Indiana,11/7/20,,,4899,45,268,50449,19829991,1967367,16512,-6,-1,151,-2,-7,1
Indiana,11/8/20,,,4652,37,232,43148,19461767,2182526,13586,-8,-2,128,-5,-11,2
Indiana,11/9/20,,,4135,35,233,28368,23034229,1818480,9666,-9,-4,49,-10,-23,7
Indiana,11/10/20,,,4829,67,285,30619,22714800,1717356,9524,-10,-3,45,-9,-24,7
Indiana,11/11/20,,,5036,31,261,38192,22374169,1737149,10358,-7,-4,21,-10,-28,9
Indiana,11/12/20,,,6591,51,289,62253,21926213,1752971,10805,-11,-2,26,-8,-24,8
Indiana,11/13/20,,,5600,50,515,44275,22926490,1721802,10671,-12,-6,27,-10,-25,8
Indiana,11/14/20,,,8322,25,295,68372,21564759,1874052,9553,-12,-2,37,-8,-10,4
Indiana,11/15/20,,,6710,22,321,53337,19368380,1905466,19204,-18,-6,6,-13,-15,5
Indiana,11/16/20,,,5147,26,339,33873,22331945,1874160,16402,-12,-5,11,-12,-25,8
Indiana,11/17/20,,,5463,89,346,42121,22618963,1862353,15964,-13,-2,13,-10,-26,8
Indiana,11/18/20,,,6015,59,348,55973,22784991,1832357,16468,-12,-4,17,-11,-26,9
Indiana,11/19/20,,,7281,59,423,57285,22654737,1794698,16964,-12,-1,29,-10,-26,9
Indiana,11/20/20,,,6808,63,352,60088,21492165,1753139,18134,-13,-6,45,-8,-25,9
Indiana,11/21/20,,,6872,40,362,60958,20316890,1900180,18405,-12,0,38,-4,-7,4
Indiana,11/22/20,,,6174,59,335,51165,17469871,1954328,18253,-18,-5,-6,-13,-12,5
Indiana,11/23/20,,,5556,27,317,42100,20530406,1813864,16601,-8,1,9,-11,-27,9
Indiana,11/24/20,,,5625,103,358,37038,20976033,1799908,16528,-6,8,7,-9,-29,9
Indiana,11/25/20,,,5983,63,333,61511,21682947,1726101,13740,6,27,0,-10,-36,10
Indiana,11/26/20,,,6373,63,357,62056,16511227,1948837,14511,-73,-28,10,-47,-82,23
Indiana,11/27/20,,,5643,33,366,48346,22485403,1811386,15964,-18,-15,35,-36,-61,19
Indiana,11/28/20,,,4471,69,389,34805,19964914,1875338,17913,-17,-10,62,-13,-18,6
Indiana,11/29/20,,,4304,22,303,38627,19116041,1928183,17321,-17,-9,34,-2,-14,4
Indiana,11/30/20,,,5665,38,386,37936,20975232,1823880,15581,-16,-10,-17,-15,-27,10
Indiana,12/1/20,,,5396,141,406,36023,22415124,1668667,14437,-12,-4,-2,-13,-27,9
Indiana,12/2/20,,,6597,109,430,46499,23082030,1639813,14566,-10,-5,13,-13,-25,9
Indiana,12/3/20,,,8460,60,382,60470,23290577,1640442,16209,-10,-1,10,-12,-25,9
Indiana,12/4/20,,,7899,89,436,61536,24420697,1600710,14371,-12,-8,20,-15,-24,9
Indiana,12/5/20,,,7690,85,344,61268,23326581,1717672,16213,-9,0,50,-10,-4,4
Indiana,12/6/20,,,6598,35,351,51451,19365482,1849435,17323,-15,-5,14,-17,-12,4
Indiana,12/7/20,,,5661,42,276,37329,20205615,1785667,17655,-12,-6,-7,-17,-25,9
Indiana,12/8/20,,,5385,126,386,42287,21309559,1692075,16271,-13,-5,3,-13,-25,9
Indiana,12/9/20,,,5754,96,383,50139,21243092,1688657,15910,-10,-4,24,-13,-24,9
Indiana,12/10/20,,,6518,97,331,55927,21981946,1685391,17213,-11,-3,33,-13,-25,9
Indiana,12/11/20,,,7200,70,383,56097,22635571,1713618,17022,-11,-6,34,-14,-24,9
Indiana,12/12/20,,,7401,85,407,60687,20977865,1821967,18249,-9,0,31,-11,-5,4
Indiana,12/13/20,,,5898,47,263,47708,18034867,1923413,17128,-13,-2,17,-15,-11,4
Indiana,12/14/20,,,4967,35,239,33983,20688565,1745665,15632,-11,-5,-11,-17,-25,9
Indiana,12/15/20,,,4241,128,289,38910,21040099,1691646,14026,-9,1,-1,-13,-25,8
Indiana,12/16/20,,,6208,133,251,49885,21073048,1729864,15724,-14,-6,-7,-16,-26,10
Indiana,12/17/20,,,6340,79,245,52831,21882654,1693588,15362,-10,1,-4,-14,-25,9
Indiana,12/18/20,,,5949,85,222,54022,23203620,1737418,15564,-10,-2,7,-11,-25,9
Indiana,12/19/20,,,4732,73,229,39420,21784357,1851996,14937,-8,5,30,1,-6,4
Indiana,12/20/20,,,6483,66,225,64091,16977112,1936010,13649,-7,3,28,-6,-9,3
Indiana,12/21/20,,,3865,34,214,28115,21067934,1831804,13017,2,7,4,-11,-31,9
Indiana,12/22/20,,,3657,143,282,41961,21508701,1898302,17646,5,16,25,-8,-33,8
Indiana,12/23/20,,,4662,64,222,45972,22081470,1927944,18345,15,33,15,-9,-36,9
